"http://www.sciencedirect.com/science/article/pii/S0007681317300046"; "Business Horizons"; "2017"; "Big data represents a new technology paradigm for data that are generated at high velocity and high volume, and with high variety. Big data is envisioned as a game changer capable of revolutionizing the way businesses operate in many industries. This article introduces an integrated view of big data, traces the evolution of big data over the past 20 years, and discusses data analytics essential for processing various structured and unstructured data. This article illustrates the application of data analytics using merchant review data. The impacts of big data on key business performances are then evaluated. Finally, six technical and managerial challenges are discussed."; "Big data: Dimensions, evolution, impacts, and challenges"; 
"http://www.sciencedirect.com/science/article/pii/S0167404819301099"; "Computers & Security"; "2019"; "The connectivity of embedded systems is increasing accompanied with thriving technology such as Internet of Things/Everything (IoT/E), Connected Cars, Smart Cities, Industry 4.0, 5G or Software-Defined Everything. Apart from the benefits of these trends, the continuous networking offers hackers a broad spectrum of attack vectors. The identification of attacks or unknown behavior through Intrusion Detection Systems (IDS) has established itself as a conducive and mandatory mechanism apart from the protection by cryptographic schemes in a holistic security eco-system. In systems where resources are valuable goods and stand in contrast to the ever increasing amount of network traffic, sampling has become a useful utility in order to detect malicious activities on a manageable amount of data. In this work an algorithm – Uncoupled MAC – is presented which secures network communication through a cryptographic scheme by uncoupled Message Authentication Codes (MAC) but as a side effect also provides IDS functionality producing alarms based on the violation of Uncoupled MAC values. Through a novel self-regulation extension, the algorithm adapts it’s sampling parameters based on the detection of malicious actions. The evaluation in a virtualized environment clearly shows that the detection rate increases over runtime for different attack scenarios. Those even cover scenarios in which intelligent attackers try to exploit the downsides of sampling."; "A resource-preserving self-regulating Uncoupled MAC algorithm to be applied in incident detection"; 
"http://www.sciencedirect.com/science/article/pii/S0167404818301913"; "Computers & Security"; "2018"; "Software Defined Network (SDN) paradigm provides intelligent and efficient management of different network control functions (NF) depending on changes in traffic behavior, service providers’ requirements and application context. However, the logical centralization of controllers’ functions opens up challenges towards enforcing security perimeter over the underlying network and the assets involved. In this paper, we propose a risk assessment model for pro-active secure flow control and routing of traffic in SDN. The proposed model determines threat value of different SDN entities by analyzing vulnerability and exposure with respect to Common Vulnerability Scoring System (CVSS). The risk of a given traffic is calculated as cumulative threat values of the SDN entities that guides the flow and routing control functions in generating secure flow rules for the forwarding switches. The efficacy of the proposed model is demonstrated through extensive case studies of an enterprise network."; "Risk based Security Enforcement in Software Defined Network"; 
"http://www.sciencedirect.com/science/article/pii/S0167739X17328406"; "Future Generation Computer Systems"; "2019"; "In multiple Service Nodes (SNs) in a Network Function Virtualization (NFV) environment, numerous network functions are carried out. This study concerns the selection of Service Function Instances (SFIs) that are integrated into a Service Function Path (SFP) in resource-constrained networks with various functional requirements. Imbalanced loads in the network system are prevented and a service chain with a high Service Level Agreement (SLA) is developed. An NFV-based Service Function Chain (SFC) integration architecture is designed and an SFP selection mechanism is developed to provide a flexible service chain that satisfies service requests. Two cases are discussed to analyze the effectiveness of the mechanism. The proposed SFP selection mechanism improves the resource utilization of SFIs, prevents the overloading of SFIs, increases the number of service chains that can be serviced by the system, and reduces the packet loss rate. The proposed selection mechanism is compared with without selection mechanism to verify its performance. In case 1, only the load of the SFIs is considered. An SFC controller with the proposed SFP selection mechanism improves resource utilization by 21.32% and reduces the standard deviation of instantaneous loads by 30.02%. In case 2, the acceptable price of instances of service function is considered. The case 2 improves resource utilization by 10.31%, and the standard deviation of the instantaneous load is reduced by 18.73%. An analysis of the rejection rate indicates that the proposed mechanism improves the number of service chains that can be serviced by the system and reduces the mean packet loss rate by 1.91%."; "Adaptive service function selection for Network Function Virtualization networking"; 
"http://www.sciencedirect.com/science/article/pii/S0167404818301524"; "Computers & Security"; "2019"; "Open-source intelligence (OSINT) is intelligence collected from publicly available sources to meet specific intelligence requirements. This paper proposes a new method to localise and profile the movement of social network users through OSINT and machine learning techniques. Analysis of obtained OSINT social networks posts data from targeted users, suggests that it is possible to extract information such as their approximate location, leading also to the profiling of their movement, without using any supported Global Navigation Satellite System functionality which may be passed to the social network through a capable smart device. The ability to profile a target's movement activity could allow anyone to track a social network user or predict his or her future location. Moreover, in this work, we also demonstrate that information from social networks can be extracted relatively in real time, thus targeted users are prone to lose any sense of physical privacy."; "Localising social network users and profiling their movement"; 
"http://www.sciencedirect.com/science/article/pii/S1084804515002994"; "Journal of Network and Computer Applications"; "2016"; "In the last few decades, various network attacks have emerged. This phenomenon requires serious consideration to address its extensive consequences. To overcome the effects of network attacks, an appropriate intrusion detection system and a real-time intrusion response system are required. In this paper, we present an IRS taxonomy based on design parameters to classify existing schemes. Furthermore, we investigate the essential response design parameters for IRS to mitigate attacks in real time and obtain a robust output. The majority of existing schemes disregard the importance of semantic coherence and dynamic response parameters in the response selection process. Therefore, most existing schemes produce inaccurate results by generating false alarms. These design parameters are comprehensively discussed in this paper. We have qualitatively analyzed existing IRS schemes on the basis of the response design parameters. Open research challenges are identified to highlight key research areas in this research domain."; "Intrusion response systems: Foundations, design, and challenges"; 
"http://www.sciencedirect.com/science/article/pii/S108480451930027X"; "Journal of Network and Computer Applications"; "2019"; "Software Defined Networking (SDN) has emerged as a new networking paradigm for managing different kinds of networks ranging from enterprise to home network through software enabled control. The logically centralized control plane and programmability offers a great opportunity to improve network security, like implementing new mechanisms to detect and mitigate various threats, as well as enables deploying security as a service on the SDN controller. Due to the increasing and fast development of SDN, this paper provides an extensive survey on the application of SDN on enhancing the security of computer networks. In particular, we survey recent research studies that focus on applying SDN for network security including attack detection and mitigation, traffic monitoring and engineering, configuration and policy management, service chaining, and middlebox deployment, in addition to smart grid security. We further identify some challenges and promising future directions on SDN security, compatibility and scalability issues that should be addressed in this field."; "The application of Software Defined Networking on securing computer networks: A survey"; 
"http://www.sciencedirect.com/science/article/pii/S1742287619301628"; "Digital Investigation"; "2019"; "Various Internet of Things (IoT) devices, such as AI speakers, are being released with different functions to improve user convenience and better life. An AI speaker ecosystem is a cloud-based IoT system built around an AI speaker and IoT devices. In the near future, citizens in whole countries worldwide will be helped in real life when AI-equipped devices are deployed in their homes. Typically, because AI speakers are always operating, they can be used to provide vital evidence for digital forensics; however, privacy issues may arise. AI speakers have provided evidence of murders in the United States and Mexico and are being released without specific regulatory guidelines. In this study, we propose five digital forensic analysis methods for four AI speaker models from different manufacturers released in the Republic of Korea. The five proposed methods are applied to all the AI speaker models, and the results are presented in the Appendix. In particular, we developed a forensic tool for collecting user command history for NAVER Clova."; "Digital Forensic Practices and Methodologies for AI Speaker Ecosystems"; 
"http://www.sciencedirect.com/science/article/pii/S0167404818310629"; "Computers & Security"; "2019"; "Cloud computing has grown for various IT capabilities such as IoTs, Mobile Computing, Smart IT, etc. However, due to the dynamic and distributed nature of cloud and vulnerabilities existing in the current implementations of virtualization, several security threats and attacks have been reported. To address these issues, there is a need of extending traditional security solutions like firewall, intrusion detection/prevention systems which can cope up with high-speed network traffic and dynamic network configuration in the cloud. In addition, identifying feasible network traffic features is a major challenge for an accurate detection of the attacks. In this paper, we propose a hypervisor level distributed network security (HLDNS) framework which is deployed on each processing server of cloud computing. At each server, it monitors the underlying virtual machines (VMs) related network traffic to/from the virtual network, internal network and external network for intrusion detection. We have extended a binary bat algorithm (BBA) with two new fitness functions for deriving the feasible features from cloud network traffic. The derived features are applied to the Random Forest classifier for detecting the intrusions in cloud network traffic and intrusion alerts are generated. The intrusion alerts from different servers are correlated to identify the distributed attack and to generate new attack signature. For the performance and feasibility analysis, the proposed security framework is tested on the cloud network testbed at NIT Goa and using recent UNSW-NB15 and CICIDS-2017 intrusion datasets. We have performed a comparative analysis of the proposed security framework in terms of fulfilling the cloud network security needs."; "Designing an efficient security framework for detecting intrusions in virtual network of cloud computing"; 
"http://www.sciencedirect.com/science/article/pii/S138912861830817X"; "Computer Networks"; "2019"; "To support various new use cases from vertical industries besides enhanced mobile broadband communication services, the 5G system aims to provide higher speed, lower latency, and massive connectivity to various devices by leveraging the evolution of 4G with the addition of new radio technology, service-based architecture, and cloud infrastructure. The introduction of new technologies, new use cases and people’s growing concerns regarding privacy issues brings new challenges to providing security and privacy protection for 5G. This paper makes an extensive review of the state of the art towards ensuring 5G security and privacy. By analyzing the lessons from the 4G security system, the requirements from new scenarios and models, the challenges resulting from new technology and paradigm, we identify typical security and privacy issues to be solved in 5G. Then, we discuss potential solutions from academia and industry to secure 5G networks from several perspectives, including the overall 5G security framework, core network, radio access network, cloud infrastructure, and the Internet of things. Finally, several key open issues and potential research directions are identified and discussed."; "Towards secure 5G networks: A Survey"; 
"http://www.sciencedirect.com/science/article/pii/S1084804517303521"; "Journal of Network and Computer Applications"; "2018"; "This paper presents a comprehensive survey of existing authentication and privacy-preserving schemes for 4G and 5G cellular networks. We start by providing an overview of existing surveys that deal with 4G and 5G cellular networks. Then, we give a classification of threat models in 4G and 5G cellular networks in four categories, including, attacks against privacy, attacks against integrity, attacks against availability, and attacks against authentication. We also provide a classification of countermeasures into three types of categories, including, cryptography methods, humans factors, and intrusion detection methods. The countermeasures and informal and formal security analysis techniques used by the authentication and privacy preserving schemes are summarized in form of tables. Based on the categorization of the authentication and privacy models, we classify these schemes in seven types, including, handover authentication with privacy, mutual authentication with privacy, RFID authentication with privacy, deniable authentication with privacy, authentication with mutual anonymity, authentication and key agreement with privacy, and three-factor authentication with privacy. In addition, we provide a taxonomy and comparison of authentication and privacy-preserving schemes for 4G and 5G cellular networks in form of tables. Based on the current survey, several recommendations for further research are discussed at the end of this paper."; "Security for 4G and 5G cellular networks: A survey of existing authentication and privacy-preserving schemes"; 
"http://www.sciencedirect.com/science/article/pii/S1389128617301925"; "Computer Networks"; "2017"; "Middleboxes are widely deployed devices that play crucial roles in today’s networks. Their behavior is commonly determined by policies that are manually set by network administrators, what may be a burden for networks whose connectivity dynamically changes. Recently, with the advent of Software-Defined Networking (SDN), a number of possibilities for handling middlebox policy enforcement have emerged. Even though there have been some contributions in this area, none of them eliminate the necessity of manual configuration of middleboxes for policy enforcement. In this paper, we propose an SDN-based architecture for dynamic middlebox policy enforcement that is able to respond to network events without any manual intervention from the network administrator. The architecture is also based on an interface proposed in this paper that enables the communication between an SDN controller and any middlebox. To evaluate the policy enforcement architecture, a prototype with two types of middleboxes, a firewall and an Intrusion Prevention System (IPS), was implemented in a virtual machine. Hypothesis tests were performed in order to validate the experimental results obtained with the prototype. Results show that the architecture is able to dynamically enforce middlebox policies, allowing network applications to run appropriately with no impact on network performance."; "An efficient architecture for dynamic middlebox policy enforcement in SDN networks"; 
"http://www.sciencedirect.com/science/article/pii/S1084804519301924"; "Journal of Network and Computer Applications"; "2019"; "As one of the many advantages of cloud computing, Network Function Virtualization (NFV) has revolutionized the network and telecommunication industry through enabling the migration of network functions from expensive dedicated hardware to software-defined components that run in the form of Virtual Network Functions (VNFs). However, with NFV comes numerous challenges related mainly to the complexity of deploying and adjusting VNFs in the physical networks, owing to the huge number of nodes and links in today's datacenters, and the inter-dependency among VNFs forming a certain network service. Several contributions have been made in an attempt to answer these challenges, where most of the existing solutions focus on the static placement of VNFs and overlook the dynamic aspect of the problem, which arises mainly due to the ever-changing resource availability in the cloud datacenters and the continuous mobility of the users. Few attempts have been lately made to incorporate the dynamic aspect to the VNF deployment solutions. The main problem of these approaches lies in their reactive readjustment scheme which determines the placement/migration strategy upon the receipt of a new request or the happening of a certain event, thus resulting in high setup latencies. In this paper, we take advantage of machine learning to reduce the complexity of the placement and readjustment processes through designing a cluster-based proactive solution. The solution consists of (1) an Integer Linear Programming (ILP) model that considers a tradeoff between the minimization of the latency, Service-Level Objective (SLO) violation cost, hardware utilization, and VNF readjustment cost, (2) an optimized k-medoids clustering approach which proactively partitions the substrate network into a set of disjoint on-demand clusters and (3) data-driven cluster-based placement and readjustment algorithms that capitalize on machine learning to intelligently eliminate some cost functions from the optimization problem to boost its feasibility in large-scale networks. Simulation results show that the proposed solution considerably reduces the readjustment time and decrease the hardware utilization compared to the K-means, original k-medoids and migration without clustering approaches."; "MAPLE: A Machine Learning Approach for Efficient Placement and Adjustment of Virtual Network Functions"; 
"http://www.sciencedirect.com/science/article/pii/S1877050916316957"; "Procedia Computer Science"; "2016"; "Today we witness the appearance of two additional to Big Data concepts: data lakes and fast data. Are they simply the new marketing labels for the old Big Data IT or really new ones? Thus the key goal of the paper is to identify the relationship between these three concepts."; "Big Data, Fast Data and Data Lake Concepts"; 
"http://www.sciencedirect.com/science/article/pii/S108480451930195X"; "Journal of Network and Computer Applications"; "2019"; "Evolution of smart cities induces critical challenges related to cyber and network security. The increased reliance of a smart city on Information and Communication Technologies (ICT) infrastructure improves automation, efficiency, and sustainability of city services. However, it also poses enormous challenges for ensuring continued operations and services at all times and especially under cyber-attacks. Any lapse in cyber security can lead to critical disaster across the city. Distributed Denial of Service (DDoS) attacks are considered to be the most predominant and prevalent cyber-attacks. We believe that smart city could consist of numerous applications with varying level of network and security requirements. Therefore, providing an adaptive mechanism against DDoS attacks for all applications in a smart city is a key challenge. Further, considering the wide-scale requirements of a smart city, developing an adaptive and flexible solution is a key requirement. Considering these requirements, this paper presents SEAL (SEcure and AgiLe) – a novel Software Defined Networking (SDN) based adaptive framework for protecting smart city applications against DDoS attacks. The SEAL framework leverages key characteristics of SDN such as the global visibility, centralized control, and programmability to enhance the security and resilience. SEAL is capable of effectively detecting and mitigating DDoS attacks not only on application servers but also on network resources. SEAL is also unique in this regard that it provides application specific DDoS attack security solution instead of static threshold mechanism. Moreover, inherently distributed architecture of the SEAL framework ensures fault tolerance, scalability and reliability of the smart city. The SEAL framework comprises three modules, namely D-Defense, A-Defense and C-Defense. These modules collectively provide a mechanism to detect and mitigate DDoS attack on smart city applications and the network infrastructure. Adaptability in SEAL is achieved through implementing customized version of estimated-weighted moving average (EWMA) filters. Three types of filters, Proactive Filter, Active Filter, and Passive Filter are proposed and implemented to compute the dynamic threshold in real time for various types of applications. Experimental evaluation of the SEAL framework has been conducted to establish the efficacy of the framework and its components in detecting and mitigating DDoS attacks. The results prove that SEAL is able to detect and mitigate DDoS attacks effectively. The focus of the SEAL framework is to protect smart city applications, however, the SEAL framework can potentially be utilized in a wide range of systems."; "SEAL: SDN based secure and agile framework for protecting smart city applications from DDoS attacks"; 
"http://www.sciencedirect.com/science/article/pii/S1084804517303569"; "Journal of Network and Computer Applications"; "2018"; "Context; "Data exfiltration: A review of external attack vectors and countermeasures"; 
"http://www.sciencedirect.com/science/article/pii/S0167404817300901"; "Computers & Security"; "2017"; "Supervisory Control and Data Acquisition (SCADA) systems are widely used in many applications including power transmission and distribution for situational awareness and control. Identifying and detecting intrusions in a SCADA is a critical and demanding task in recent days. For this purpose, various Intrusion Detection Systems (IDSs) are developed in the existing works. But, it has some drawbacks including it has high false positive and false negative rates, it cannot detect the encrypted date and it supports only for detecting the external intrusions. In order to overcome all these issues, an Intrusion Weighted Particle based Cuckoo Search Optimization (IWP-CSO) and Hierarchical Neuron Architecture based Neural Network (HNA-NN) techniques are proposed in this paper. The main intention of this paper is to detect and classify the intrusions in a SCADA network based on the optimization. At first, the input network dataset is given as the input, where the attributes are arranged and the clusters are initialized. Then, the features are optimized to select the best attributes by using the proposed IWP-CSO algorithm. Finally, the intrusions in a network are classified by employing the proposed HNA-AA algorithm. The experimental results evaluate the performance of the proposed system in terms of sensitivity, specificity, precision, recall, accuracy, Jaccard, Dice and false detection rate."; "An enhanced optimization based algorithm for intrusion detection in SCADA network"; 
"http://www.sciencedirect.com/science/article/pii/S1389128618300306"; "Computer Networks"; "2018"; "Today’s networks are filled with a massive and ever-growing variety of network functions that coupled with proprietary devices, which leads to network ossification and difficulty in network management and service provision. Network Function Virtualization (NFV) is a promising paradigm to change such situation by decoupling network functions from the underlying dedicated hardware and realizing them in the form of software, which are referred to as Virtual Network Functions (VNFs). Such decoupling introduces many benefits which include reduction of Capital Expenditure (CAPEX) and Operation Expense (OPEX), improved flexibility of service provision, etc. In this paper, we intend to present a comprehensive survey on NFV, which starts from the introduction of NFV motivations. Then, we explain the main concepts of NFV in terms of terminology, standardization and history, and how NFV differs from traditional middle-box based network. After that, the standard NFV architecture is introduced using a bottom up approach, based on which the corresponding use cases and solutions are also illustrated. In addition, due to the decoupling of network functionalities and hardware, people’s attention is gradually shifted to the VNFs. Next, we provide an extensive and in-depth discussion on state-of-the-art VNF algorithms including VNF placement, scheduling, migration, chaining and multicast. Finally, to accelerate the NFV deployment and avoid pitfalls as far as possible, we survey the challenges faced by NFV and the trend for future directions. In particular, the challenges are discussed from bottom up, which include hardware design, VNF deployment, VNF life cycle control, service chaining, performance evaluation, policy enforcement, energy efficiency, reliability and security, and the future directions are discussed around the current trend towards network softwarization."; "A comprehensive survey of Network Function Virtualization"; 
"http://www.sciencedirect.com/science/article/pii/S2215098618312977"; "Engineering Science and Technology, an International Journal"; "2019"; "It has been widely assumed by the research community that the network reconnaissance attacks in IPv6 networks are unfeasible because they would take tremendous effort to perform address scanning of 264 hosts in an IPv6 subnet. However, recent research has revealed feasibility of these attacks by investigating a number of native IPv6 networks. The research concluded that an intelligent attacker could easily reduce the target search space by predicting the network host addressing schemes when performing the scanning. This indeed enhances security concerns and undermines the chances of IPv6 being deployed. This paper outlines the IPv6 addressing strategies currently used and proposes a new strategy to mitigate reconnaissance attacks. The new strategy is evaluated against some reconnaissance attack approaches and compared with some recent IPv6 addressing strategies. The experimental results confirm the effectiveness and validation of the addressing strategy in terms of the mitigation of reconnaissance attacks."; "SEUI-64, bits an IPv6 addressing strategy to mitigate reconnaissance attacks"; 
